roi1,roi2,voxel_idx_1,voxel_idx_2,gsp1000_mf_AvgR,yeo1000_dil_AvgR,diff
medulla,right_anterior_lateral_ventricle,[41 35  7],[38 54 47],0.015718283131718636,0.022728286683559418,-0.007010003551840782
medulla,right_anterior_lateral_ventricle,[49 41 17],[39 48 45],0.0213407501578331,-0.012849451042711735,0.034190201200544834
medulla,right_anterior_lateral_ventricle,[36 27  9],[41 55 48],-0.013091430999338627,-0.027066435664892197,0.01397500466555357
medulla,right_anterior_lateral_ventricle,[51 36  4],[31 41 42],-0.009967311285436153,0.011436940170824528,-0.02140425145626068
medulla,right_anterior_lateral_ventricle,[54 35 15],[37 52 46],0.01350073516368866,0.017502162605524063,-0.0040014274418354034
medulla,right_anterior_lateral_ventricle,[33 25 10],[38 50 45],0.027973508462309837,0.020099036395549774,0.007874472066760063
medulla,right_anterior_lateral_ventricle,[41 38  5],[39 55 48],-0.01183941587805748,-0.007889374159276485,-0.003950041718780994
medulla,right_anterior_lateral_ventricle,[29 24 10],[34 44 46],-0.05965355038642883,0.023785289376974106,-0.08343883976340294
medulla,right_anterior_lateral_ventricle,[61 30  6],[33 41 41],0.009626423008739948,0.015607894398272038,-0.005981471389532089
medulla,right_anterior_lateral_ventricle,[41 29 11],[38 50 45],0.024491870775818825,0.01177214179188013,0.012719728983938694
medulla,right_anterior_lateral_ventricle,[43 40  3],[33 43 42],0.008152667433023453,0.033130496740341187,-0.024977829307317734
medulla,right_anterior_lateral_ventricle,[35 40  6],[29 39 37],0.0593709833920002,0.07087969779968262,-0.011508714407682419
medulla,right_anterior_lateral_ventricle,[37 38  9],[41 52 45],0.03298275172710419,0.015506545081734657,0.01747620664536953
medulla,right_anterior_lateral_ventricle,[37 32 16],[37 51 48],0.062159642577171326,0.03484533727169037,0.027314305305480957
medulla,right_anterior_lateral_ventricle,[45 32 10],[41 51 45],0.021060243248939514,-0.015792280435562134,0.03685252368450165
medulla,right_anterior_lateral_ventricle,[39 31  7],[31 39 38],0.05116637051105499,0.06382572650909424,-0.012659355998039246
medulla,right_anterior_lateral_ventricle,[30 29  6],[34 46 45],-0.05993486940860748,-0.009862474165856838,-0.050072395242750645
medulla,right_anterior_lateral_ventricle,[58 31  7],[32 40 42],-0.00594769511371851,0.005288225132972002,-0.011235920246690512
medulla,right_anterior_lateral_ventricle,[49 41 10],[38 50 47],0.016280123963952065,0.025313789024949074,-0.00903366506099701
medulla,right_anterior_lateral_ventricle,[30 33  6],[31 44 39],-0.03152008354663849,-0.011902791447937489,-0.019617292098701
medulla,right_anterior_lateral_ventricle,[43 29 14],[35 44 46],-0.013747509568929672,0.0009492635726928711,-0.014696773141622543
medulla,right_anterior_lateral_ventricle,[30 30  9],[36 53 48],0.012776500545442104,0.036248501390218735,-0.02347200084477663
medulla,right_anterior_lateral_ventricle,[46 26 15],[35 47 48],-0.049541257321834564,-0.011314090341329575,-0.03822716698050499
medulla,right_anterior_lateral_ventricle,[47 38  4],[37 50 45],-0.004283023066818714,0.012597167864441872,-0.016880190931260586
medulla,right_anterior_lateral_ventricle,[45 28 15],[31 44 41],0.010335451923310757,0.014350044541060925,-0.004014592617750168
medulla,right_anterior_lateral_ventricle,[43 31 15],[29 41 36],0.04442591592669487,0.04223807528614998,0.0021878406405448914
medulla,right_anterior_lateral_ventricle,[66 28 10],[32 45 40],-0.01812017150223255,-0.025664661079645157,0.007544489577412605
medulla,right_anterior_lateral_ventricle,[53 36  6],[31 40 38],0.040622055530548096,0.05069468542933464,-0.010072629898786545
medulla,right_anterior_lateral_ventricle,[42 44 15],[31 40 38],0.06720120459794998,0.006055796984583139,0.06114540761336684
medulla,right_anterior_lateral_ventricle,[38 31  8],[38 46 45],0.01912137307226658,0.03570103645324707,-0.01657966338098049
medulla,right_anterior_lateral_ventricle,[65 44 14],[33 46 44],0.025082968175411224,-0.009374218061566353,0.03445718623697758
medulla,right_anterior_lateral_ventricle,[51 43  6],[36 46 45],0.007548553869128227,0.014112706296145916,-0.006564152427017689
medulla,right_anterior_lateral_ventricle,[46 40  4],[37 51 46],-0.001485589542426169,-0.0020087999291718006,0.0005232103867456317
medulla,right_anterior_lateral_ventricle,[60 24 11],[32 43 44],-0.05613737925887108,-0.02502545341849327,-0.031111925840377808
medulla,right_anterior_lateral_ventricle,[46 25 17],[39 48 45],0.04239273443818092,0.01797495409846306,0.024417780339717865
